MATERIAL NUMBER,Description,MT,MT+PVN
0120484015,ALTERNATOR,797.95,965.52
0120484018,ALTERNATOR,745.13,901.61
0120484019,ALTERNATOR,397.01,480.39
0120484020,ALTERNATOR,736.93,891.69
0120484024,ALTERNATOR,542.38,656.28
0120484025,ALTERNATOR,1767.21,2138.32
0120484027,ALTERNATOR,485.81,587.83
0120484028,ALTERNATOR,651.26,788.02
0120484049,ALTERNATOR,541.42,655.12
0120484050,ALTERNATOR,1011.51,1223.92
0120484051,ALTERNATOR,1031.46,1248.06
0120485048,ALTERNATOR,386.71,467.92
0120488133,ALTERNATOR,422.58,511.32
0120488138,ALTERNATOR,562.08,680.12
0120488153,ALTERNATOR,432.12,522.86
0120488159,ALTERNATOR,357.89,433.05
0120488185,ALTERNATOR,355.42,430.06
0120488195,ALTERNATOR,569.12,688.64
0120488201,ALTERNATOR,467.22,565.33
0120488205,ALTERNATOR,363.62,439.98
0120488206,ALTERNATOR,274.59,332.25
0120488252,ALTERNATOR,410.93,497.23
0120488253,ALTERNATOR,378.32,457.76
0120488269,ALTERNATOR,454.43,549.86
0120488270,ALTERNATOR,888.30,1074.85
0120488271,ALTERNATOR,526.54,637.11
0120488273,ALTERNATOR,937.09,1133.88
0120488277,ALTERNATOR,369.64,447.26
0120488278,ALTERNATOR,943.45,1141.57
0120488282,ALTERNATOR,814.37,985.39
0120488283,ALTERNATOR,428.10,518.00
0120488286,ALTERNATOR,315.65,381.94
0120488289,ALTERNATOR,552.68,668.74
0120488290,ALTERNATOR,492.84,596.34
0120488291,ALTERNATOR,458.82,555.18
0120488297,ALTERNATOR,288.65,349.27
0120488303,ALTERNATOR,794.42,961.25
0120489090,ALTERNATOR,247.87,299.93
0120489134,ALTERNATOR,440.13,532.56
0120489315,ALTERNATOR,565.84,684.67
0120489325,ALTERNATOR,318.79,385.74
0120489333,ALTERNATOR,301.58,364.91
0120489337,ALTERNATOR,388.42,469.99
0120489370,ALTERNATOR,370.69,448.53
0120489410,ALTERNATOR,482.28,583.56
0120489506,ALTERNATOR,571.71,691.76
0120489707,ALTERNATOR,424.48,513.63
0120489710,ALTERNATOR,384.42,465.15
0120489728,ALTERNATOR,547.99,663.07
0120489730,ALTERNATOR,856.62,1036.51
0120489731,ALTERNATOR,485.53,587.49
0120489733,ALTERNATOR,431.73,522.40
0120489917,ALTERNATOR,356.37,431.21
0120600582,ALTERNATOR,4570.55,5530.37
0120600587,ALTERNATOR,4614.86,5583.98
0120689516,ALTERNATOR,1070.25,1295.00
0120689524,ALTERNATOR,1312.54,1588.17
0120689526,ALTERNATOR,1465.64,1773.42
0120689533,ALTERNATOR,830.64,1005.07
0120689535,ALTERNATOR,1077.22,1303.43
0120689536,ALTERNATOR,7476.01,9045.97
0120689538,ALTERNATOR,957.69,1158.81
0120689540,ALTERNATOR,832.36,1007.16
0120689541,ALTERNATOR,829.31,1003.47
0120689543,ALTERNATOR,838.65,1014.77
0120689544,ALTERNATOR,4736.96,5731.72
0120689545,ALTERNATOR,1371.13,1659.07
0120689547,ALTERNATOR,4735.05,5729.41
0120689550,ALTERNATOR,1543.07,1867.11
0120689552,ALTERNATOR,835.60,1011.07
0120689557,ALTERNATOR,868.99,1051.48
0120689558,ALTERNATOR,1467.98,1776.25
0120689562,ALTERNATOR,993.68,1202.35
0120689566,ALTERNATOR,872.23,1055.39
0120689567,ALTERNATOR,834.45,1009.69
0120689569,ALTERNATOR,1932.56,2338.39
0120689571,ALTERNATOR,1753.12,2121.28
0120689572,ALTERNATOR,1439.81,1742.18
0120689573,ALTERNATOR,838.09,1014.08
0120689574,ALTERNATOR,1051.17,1271.92
0120689575,ALTERNATOR,1299.18,1572.01
0120689578,ALTERNATOR,4566.88,5525.92
0120689582,ALTERNATOR,3655.95,4423.71
0120689583,ALTERNATOR,3588.32,4341.87
0120689584,ALTERNATOR,4168.36,5043.72
0120689587,ALTERNATOR,1438.64,1740.75
0120689588,ALTERNATOR,1509.04,1825.94
0120689589,ALTERNATOR,3272.59,3959.84
0120689590,ALTERNATOR,8309.00,10053.89
0121615101,ALTERNATOR,1163.88,1408.29
0121615103,ALTERNATOR,551.54,667.37
0121615105,ALTERNATOR,450.59,545.22
0121615106,ALTERNATOR,322.41,390.12
0121615107,ALTERNATOR,1182.09,1430.33
0121615108,ALTERNATOR,433.08,524.03
0121615110,ALTERNATOR,1163.88,1408.29
0121615111,ALTERNATOR,443.82,537.02
0121615114,ALTERNATOR,385.37,466.29
0121615116,ALTERNATOR,1182.09,1430.33
0121615121,ALTERNATOR,535.77,648.29
0121615127,ALTERNATOR,480.01,580.81
0121615128,ALTERNATOR,312.87,378.57
0121615132,ALTERNATOR,1139.49,1378.78
0121715001,ALTERNATOR,426.01,515.47
0121715002,ALTERNATOR,1313.09,1588.83
0121715015,ALTERNATOR,376.03,454.99
0121715017,ALTERNATOR,530.36,641.73
0121715018,ALTERNATOR,1267.89,1534.15
0121715020,ALTERNATOR,1313.09,1588.83
0121715022,ALTERNATOR,415.51,502.77
0121715029,ALTERNATOR,525.72,636.12
0121715032,ALTERNATOR,613.72,742.60
0121715047,ALTERNATOR,1280.69,1549.64
0121715050,ALTERNATOR,451.37,546.16
0121715051,ALTERNATOR,397.58,481.07
0121715101,ALTERNATOR,493.13,596.69
0121715102,ALTERNATOR,493.13,596.69
0121715103,ALTERNATOR,1297.93,1570.49
0121715107,ALTERNATOR,1297.93,1570.49
0121715109,ALTERNATOR,1255.21,1518.80
0121715112,ALTERNATOR,343.40,415.51
0121715114,ALTERNATOR,566.06,684.93
0121715115,ALTERNATOR,481.98,583.20
0121715116,ALTERNATOR,1297.93,1570.49
0121715117,ALTERNATOR,473.01,572.34
0121715118,ALTERNATOR,1243.03,1504.07
0121715120,ALTERNATOR,486.46,588.62
0121715122,ALTERNATOR,490.94,594.04
0121715124,ALTERNATOR,1297.93,1570.49
0121715129,ALTERNATOR,446.11,539.80
0121715132,ALTERNATOR,477.49,577.76
0121715142,ALTERNATOR,1237.00,1496.77
0121715149,ALTERNATOR,493.13,596.69
0121715150,ALTERNATOR,493.13,596.69
0121715158,ALTERNATOR,1237.00,1496.77
0121715176,ALTERNATOR,1243.03,1504.07
0121715177,ALTERNATOR,1243.03,1504.07
0121715178,ALTERNATOR,1243.03,1504.07
0121715179,ALTERNATOR,590.62,714.65
0121715180,ALTERNATOR,1194.29,1445.09
0121813002,ALTERNATOR,1342.47,1624.39
0121813003,ALTERNATOR,580.16,701.99
0121813004,ALTERNATOR,1333.02,1612.96
0121813005,ALTERNATOR,601.91,728.31
0121813101,ALTERNATOR,1316.14,1592.53
0121813102,ALTERNATOR,1316.14,1592.53
0121813103,ALTERNATOR,499.91,604.89
0121813104,ALTERNATOR,499.91,604.89
0121813105,ALTERNATOR,1316.14,1592.53
0121813106,ALTERNATOR,499.91,604.89
0121813114,ALTERNATOR,481.98,583.20
0121813120,ALTERNATOR,495.42,599.46
0121813123,ALTERNATOR,1303.95,1577.78
0122469004,ALTERNATOR,2751.71,3329.57
0122469005,ALTERNATOR,2710.65,3279.89
0122600001,ALTERNATOR,13903.72,16823.50
0123105002,ALTERNATOR,884.26,1069.96
0123110005,ALTERNATOR,325.08,393.35
0123110007,ALTERNATOR,586.83,710.06
0123115010,ALTERNATOR,1175.08,1421.85
0123115011,ALTERNATOR,1103.03,1334.67
0123115013,ALTERNATOR,929.36,1124.53
0123115014,ALTERNATOR,654.78,792.29
0123120001,ALTERNATOR,295.72,357.82
0123214002,ALTERNATOR,500.59,605.72
0123310005,ALTERNATOR,327.37,396.12
0123310006,ALTERNATOR,485.15,587.03
0123310011,ALTERNATOR,470.27,569.03
0123310016,ALTERNATOR,632.61,765.46
0123310019,ALTERNATOR,316.12,382.51
0123310020,ALTERNATOR,310.78,376.05
0123310022,ALTERNATOR,359.24,434.68
0123310038,ALTERNATOR,406.93,492.39
0123310051,ALTERNATOR,368.78,446.22
0123310052,ALTERNATOR,371.63,449.67
0123310053,ALTERNATOR,475.03,574.79
0123310054,ALTERNATOR,463.58,560.94
0123310055,ALTERNATOR,492.58,596.02
0123315004,ALTERNATOR,752.16,910.12
0123315020,ALTERNATOR,592.59,717.03
0123315021,ALTERNATOR,1699.57,2056.47
0123315500,ALTERNATOR,376.97,456.14
0123315501,ALTERNATOR,307.15,371.65
0123315503,ALTERNATOR,355.99,430.74
0123320005,ALTERNATOR,956.91,1157.86
0123320006,ALTERNATOR,327.19,395.90
0123320007,ALTERNATOR,327.37,396.12
0123320012,ALTERNATOR,348.94,422.21
0123320018,ALTERNATOR,369.54,447.14
0123320022,ALTERNATOR,763.91,924.33
0123320027,ALTERNATOR,314.02,379.96
0123320029,ALTERNATOR,335.38,405.81
0123320034,ALTERNATOR,327.95,396.82
0123320035,ALTERNATOR,383.08,463.52
0123320038,ALTERNATOR,396.43,479.68
0123320039,ALTERNATOR,365.91,442.75
0123320044,ALTERNATOR,301.04,364.26
0123320045,ALTERNATOR,304.48,368.42
0123320046,ALTERNATOR,350.26,423.82
0123320057,ALTERNATOR,367.63,444.84
0123320066,ALTERNATOR,377.17,456.38
0123320067,ALTERNATOR,539.13,652.35
0123325008,ALTERNATOR,693.52,839.15
0123325010,ALTERNATOR,1657.18,2005.19
0123325012,ALTERNATOR,1284.69,1554.47
0123325500,ALTERNATOR,745.93,902.58
0123335001,ALTERNATOR,1018.55,1232.44
0123335003,ALTERNATOR,316.31,382.73
0123335008,ALTERNATOR,319.56,386.67
0123505014,ALTERNATOR,1074.07,1299.62
0123505017,ALTERNATOR,492.40,595.80
0123510006,ALTERNATOR,368.20,445.52
0123510010,ALTERNATOR,601.98,728.39
0123510017,ALTERNATOR,459.01,555.40
0123510018,ALTERNATOR,1280.22,1549.06
0123510034,ALTERNATOR,340.16,411.60
0123510052,ALTERNATOR,425.43,514.77
0123510053,ALTERNATOR,385.37,466.29
0123510061,ALTERNATOR,394.72,477.62
0123510066,ALTERNATOR,333.86,403.97
0123510068,ALTERNATOR,361.15,436.99
0123510082,ALTERNATOR,667.68,807.89
0123510088,ALTERNATOR,370.30,448.07
0123510089,ALTERNATOR,527.69,638.50
0123510093,ALTERNATOR,1189.87,1439.75
0123510095,ALTERNATOR,440.89,533.48
0123510096,ALTERNATOR,423.72,512.70
0123510101,ALTERNATOR,380.41,460.29
0123510109,ALTERNATOR,935.31,1131.73
0123512501,ALTERNATOR,1397.56,1691.04
0123515002,ALTERNATOR,986.31,1193.43
0123515003,ALTERNATOR,429.06,519.17
0123515008,ALTERNATOR,343.60,415.75
0123515012,ALTERNATOR,405.03,490.08
0123515016,ALTERNATOR,517.96,626.74
0123515018,ALTERNATOR,1189.87,1439.75
0123515020,ALTERNATOR,447.56,541.55
0123515023,ALTERNATOR,1749.58,2117.00
0123515028,ALTERNATOR,365.73,442.53
0123515029,ALTERNATOR,1069.34,1293.90
0123515031,ALTERNATOR,806.17,975.46
0123515501,ALTERNATOR,367.25,444.37
0123515502,ALTERNATOR,424.87,514.09
0123515503,ALTERNATOR,358.66,433.98
0123520002,ALTERNATOR,415.13,502.30
0123520006,ALTERNATOR,384.60,465.37
0123520012,ALTERNATOR,384.60,465.37
0123520013,ALTERNATOR,370.69,448.53
0123520017,ALTERNATOR,397.78,481.31
0123520019,ALTERNATOR,1047.36,1267.30
0123525501,ALTERNATOR,587.59,710.98
0123525504,ALTERNATOR,726.29,878.81
0123540002,ALTERNATOR,1108.91,1341.78
0124120001,ALTERNATOR,213.58,258.43
0124120002,ALTERNATOR,214.31,259.31
0124120012,ALTERNATOR,300.36,363.43
0124215002,ALTERNATOR,285.98,346.04
0124225016,ALTERNATOR,319.94,387.13
0124225020,ALTERNATOR,269.57,326.19
0124225022,ALTERNATOR,283.87,343.49
0124225049,ALTERNATOR,279.50,338.19
0124225055,ALTERNATOR,341.09,412.72
0124225056,ALTERNATOR,256.40,310.25
0124225069,ALTERNATOR,260.02,314.62
0124315003,ALTERNATOR,188.10,227.61
0124315004,ALTERNATOR,190.78,230.84
0124315007,ALTERNATOR,189.63,229.45
0124315008,ALTERNATOR,209.67,253.70
0124315010,ALTERNATOR,248.97,301.26
0124315013,ALTERNATOR,213.49,258.32
0124315024,ALTERNATOR,299.52,362.42
0124320001,ALTERNATOR,194.97,235.92
0124320002,ALTERNATOR,263.85,319.26
0124325001,ALTERNATOR,186.58,225.76
0124325003,ALTERNATOR,169.61,205.23
0124325004,ALTERNATOR,207.00,250.47
0124325006,ALTERNATOR,352.55,426.59
0124325008,ALTERNATOR,248.97,301.26
0124325010,ALTERNATOR,241.14,291.78
0124325012,ALTERNATOR,214.81,259.92
0124325013,ALTERNATOR,184.11,222.77
0124325014,ALTERNATOR,308.67,373.50
0124325015,ALTERNATOR,204.51,247.46
0124325017,ALTERNATOR,252.29,305.27
0124325018,ALTERNATOR,268.81,325.26
0124325020,ALTERNATOR,425.05,514.31
0124325036,ALTERNATOR,424.79,514.00
0124325038,ALTERNATOR,312.06,377.60
0124325045,ALTERNATOR,233.51,282.55
0124325050,ALTERNATOR,266.36,322.30
0124325052,ALTERNATOR,269.19,325.72
0124325053,ALTERNATOR,200.13,242.16
0124325058,ALTERNATOR,190.01,229.91
0124325059,ALTERNATOR,239.05,289.25
0124325060,ALTERNATOR,381.55,461.68
0124325064,ALTERNATOR,315.65,381.94
0124325070,ALTERNATOR,978.67,1184.19
0124325080,ALTERNATOR,757.10,916.10
0124325084,ALTERNATOR,428.73,518.76
0124325089,ALTERNATOR,386.06,467.13
0124325090,ALTERNATOR,978.67,1184.19
0124325091,ALTERNATOR,886.29,1072.41
0124325092,ALTERNATOR,248.01,300.09
0124325093,ALTERNATOR,219.77,265.93
0124325097,ALTERNATOR,239.37,289.64
0124325098,ALTERNATOR,318.21,385.04
0124325099,ALTERNATOR,407.35,492.89
0124325100,ALTERNATOR,356.73,431.65
0124325118,ALTERNATOR,792.13,958.47
0124325122,ALTERNATOR,223.59,270.54
0124325126,ALTERNATOR,240.58,291.10
0124325131,ALTERNATOR,248.59,300.79
0124325135,ALTERNATOR,230.84,279.31
0124325145,ALTERNATOR,220.74,267.09
0124325146,ALTERNATOR,246.48,298.24
0124325148,ALTERNATOR,437.69,529.60
0124325149,ALTERNATOR,207.38,250.93
0124325157,ALTERNATOR,281.36,340.45
0124325163,ALTERNATOR,291.40,352.59
0124325166,ALTERNATOR,870.69,1053.54
0124325168,ALTERNATOR,948.13,1147.24
0124325169,ALTERNATOR,227.60,275.40
0124325171,ALTERNATOR,220.61,266.94
0124325175,ALTERNATOR,956.70,1157.60
0124325176,ALTERNATOR,904.81,1094.82
0124325178,ALTERNATOR,237.91,287.87
0124325180,ALTERNATOR,961.05,1162.87
0124325185,ALTERNATOR,162.92,197.14
0124325221,ALTERNATOR,913.99,1105.93
0124325226,ALTERNATOR,896.50,1084.77
0124325227,ALTERNATOR,973.97,1178.50
0124355001,ALTERNATOR,410.25,496.40
0124415001,ALTERNATOR,308.87,373.74
0124415004,ALTERNATOR,1015.60,1228.88
0124415007,ALTERNATOR,218.45,264.32
0124415012,ALTERNATOR,255.64,309.32
0124415015,ALTERNATOR,327.37,396.12
0124415029,ALTERNATOR,901.81,1091.19
0124415030,ALTERNATOR,230.66,279.09
0124415031,ALTERNATOR,941.75,1139.52
0124415037,ALTERNATOR,290.18,351.12
0124415041,ALTERNATOR,171.90,208.00
0124415046,ALTERNATOR,251.22,303.97
0124415047,ALTERNATOR,291.41,352.60
0124425005,ALTERNATOR,252.21,305.17
0124425009,ALTERNATOR,255.64,309.32
0124425012,ALTERNATOR,941.75,1139.52
0124425013,ALTERNATOR,954.02,1154.36
0124425015,ALTERNATOR,337.87,408.83
0124425022,ALTERNATOR,198.79,240.53
0124425024,ALTERNATOR,208.91,252.78
0124425025,ALTERNATOR,218.63,264.54
0124425026,ALTERNATOR,262.71,317.88
0124425027,ALTERNATOR,248.39,300.55
0124425028,ALTERNATOR,233.51,282.55
0124425033,ALTERNATOR,325.66,394.05
0124425036,ALTERNATOR,340.05,411.46
0124425040,ALTERNATOR,302.19,365.65
0124425053,ALTERNATOR,218.25,264.09
0124425056,ALTERNATOR,247.06,298.95
0124425057,ALTERNATOR,171.70,207.75
0124425060,ALTERNATOR,239.23,289.47
0124425061,ALTERNATOR,512.79,620.48
0124425070,ALTERNATOR,231.60,280.24
0124425075,ALTERNATOR,506.93,613.38
0124425084,ALTERNATOR,348.39,421.55
0124425085,ALTERNATOR,993.26,1201.85
0124425086,ALTERNATOR,993.26,1201.85
0124425087,ALTERNATOR,993.26,1201.85
0124425096,ALTERNATOR,308.23,372.95
0124425097,ALTERNATOR,294.78,356.69
0124425100,ALTERNATOR,266.32,322.25
0124425107,ALTERNATOR,251.05,303.77
0124425108,ALTERNATOR,849.37,1027.74
0124425109,ALTERNATOR,923.23,1117.11
0124425110,ALTERNATOR,947.84,1146.89
0124425111,ALTERNATOR,935.52,1131.98
0124425112,ALTERNATOR,947.84,1146.89
0124425114,ALTERNATOR,997.08,1206.46
0124425115,ALTERNATOR,677.02,819.19
0124510001,ALTERNATOR,287.48,347.85
0124515010,ALTERNATOR,320.34,387.61
0124515013,ALTERNATOR,233.89,283.01
0124515017,ALTERNATOR,261.36,316.25
0124515019,ALTERNATOR,253.55,306.80
0124515021,ALTERNATOR,241.52,292.24
0124515022,ALTERNATOR,247.25,299.17
0124515028,ALTERNATOR,235.62,285.10
0124515030,ALTERNATOR,1009.38,1221.35
0124515034,ALTERNATOR,241.72,292.48
0124515035,ALTERNATOR,252.21,305.17
0124515040,ALTERNATOR,252.41,305.41
0124515041,ALTERNATOR,966.35,1169.29
0124515042,ALTERNATOR,271.06,327.98
0124515044,ALTERNATOR,250.12,302.64
0124515045,ALTERNATOR,274.72,332.41
0124515046,ALTERNATOR,223.59,270.54
0124515052,ALTERNATOR,270.90,327.79
0124515053,ALTERNATOR,966.35,1169.29
0124515054,ALTERNATOR,269.19,325.72
0124515058,ALTERNATOR,273.57,331.02
0124515059,ALTERNATOR,249.15,301.47
0124515063,ALTERNATOR,941.75,1139.52
0124515064,ALTERNATOR,271.10,328.03
0124515072,ALTERNATOR,1237.17,1496.97
0124515083,ALTERNATOR,261.56,316.49
0124515086,ALTERNATOR,231.17,279.72
0124515087,ALTERNATOR,281.78,340.96
0124515105,ALTERNATOR,308.67,373.50
0124515111,ALTERNATOR,299.90,362.88
0124515113,ALTERNATOR,230.66,279.09
0124515114,ALTERNATOR,222.95,269.77
0124515115,ALTERNATOR,485.48,587.43
0124515117,ALTERNATOR,254.31,307.72
0124515119,ALTERNATOR,978.67,1184.19
0124515120,ALTERNATOR,240.00,290.39
0124515121,ALTERNATOR,229.89,278.17
0124515123,ALTERNATOR,886.29,1072.41
0124515126,ALTERNATOR,312.62,378.27
0124515127,ALTERNATOR,960.15,1161.78
0124515130,ALTERNATOR,222.95,269.77
0124515133,ALTERNATOR,923.23,1117.11
0124515190,ALTERNATOR,973.97,1178.50
0124515191,ALTERNATOR,973.97,1178.50
0124515197,ALTERNATOR,972.47,1176.68
0124515198,ALTERNATOR,356.75,431.67
0124525001,ALTERNATOR,274.92,332.65
0124525012,ALTERNATOR,332.71,402.58
0124525016,ALTERNATOR,272.43,329.64
0124525018,ALTERNATOR,495.20,599.19
0124525019,ALTERNATOR,350.85,424.52
0124525020,ALTERNATOR,310.58,375.80
0124525022,ALTERNATOR,701.72,849.08
0124525026,ALTERNATOR,278.91,337.49
0124525028,ALTERNATOR,254.64,308.11
0124525029,ALTERNATOR,308.62,373.43
0124525030,ALTERNATOR,254.11,307.48
0124525031,ALTERNATOR,269.76,326.41
0124525034,ALTERNATOR,252.97,306.09
0124525035,ALTERNATOR,273.42,330.84
0124525039,ALTERNATOR,298.05,360.64
0124525041,ALTERNATOR,370.81,448.68
0124525046,ALTERNATOR,682.21,825.48
0124525054,ALTERNATOR,1188.24,1437.77
0124525056,ALTERNATOR,438.87,531.03
0124525057,ALTERNATOR,544.48,658.82
0124525058,ALTERNATOR,262.51,317.63
0124525059,ALTERNATOR,305.10,369.17
0124525063,ALTERNATOR,226.64,274.24
0124525064,ALTERNATOR,221.30,267.77
0124525086,ALTERNATOR,264.80,320.40
0124525088,ALTERNATOR,210.43,254.63
0124525089,ALTERNATOR,410.75,497.01
0124525092,ALTERNATOR,274.34,331.95
0124525093,ALTERNATOR,210.43,254.63
0124525097,ALTERNATOR,362.29,438.37
0124525106,ALTERNATOR,292.85,354.35
0124525107,ALTERNATOR,505.76,611.97
0124525114,ALTERNATOR,225.12,272.39
0124525116,ALTERNATOR,228.55,276.54
0124525125,ALTERNATOR,224.35,271.47
0124525130,ALTERNATOR,270.72,327.57
0124525136,ALTERNATOR,465.85,563.68
0124525137,ALTERNATOR,651.26,788.02
0124525143,ALTERNATOR,888.30,1074.85
0124525147,ALTERNATOR,441.21,533.87
0124525174,ALTERNATOR,450.59,545.22
0124525203,ALTERNATOR,297.81,360.35
0124525206,ALTERNATOR,923.23,1117.11
0124525216,ALTERNATOR,1114.07,1348.03
0124525220,ALTERNATOR,1114.07,1348.03
0124525221,ALTERNATOR,1114.07,1348.03
0124525226,ALTERNATOR,1169.42,1415.00
0124525520,ALTERNATOR,265.18,320.87
0124525521,ALTERNATOR,403.18,487.85
0124525522,ALTERNATOR,1249.47,1511.86
0124525523,ALTERNATOR,978.67,1184.19
0124525524,ALTERNATOR,947.84,1146.89
0124525525,ALTERNATOR,252.59,305.63
0124525526,ALTERNATOR,1169.42,1415.00
0124525527,ALTERNATOR,1175.63,1422.51
0124525528,ALTERNATOR,960.15,1161.78
0124525529,ALTERNATOR,1144.79,1385.19
0124525530,ALTERNATOR,349.89,423.37
0124525531,ALTERNATOR,1200.24,1452.29
0124525532,ALTERNATOR,1046.32,1266.05
0124525533,ALTERNATOR,266.70,322.71
0124525534,ALTERNATOR,1101.76,1333.12
0124525535,ALTERNATOR,947.84,1146.89
0124525536,ALTERNATOR,1132.48,1370.30
0124525537,ALTERNATOR,947.84,1146.89
0124525538,ALTERNATOR,353.07,427.21
0124525539,ALTERNATOR,932.32,1128.11
0124525540,ALTERNATOR,379.48,459.17
0124525541,ALTERNATOR,1115.12,1349.30
0124525542,ALTERNATOR,1200.24,1452.29
0124525543,ALTERNATOR,1200.24,1452.29
0124525544,ALTERNATOR,1046.32,1266.05
0124525545,ALTERNATOR,371.76,449.83
0124525547,ALTERNATOR,1102.92,1334.54
0124525548,ALTERNATOR,997.08,1206.46
0124555005,ALTERNATOR,285.87,345.91
0124555006,ALTERNATOR,263.85,319.26
0124555008,ALTERNATOR,337.95,408.92
0124555009,ALTERNATOR,347.33,420.27
0124555010,ALTERNATOR,266.36,322.30
0124555011,ALTERNATOR,1169.42,1415.00
0124555012,ALTERNATOR,1192.80,1443.29
0124555013,ALTERNATOR,234.69,283.97
0124555014,ALTERNATOR,265.94,321.79
0124555017,ALTERNATOR,377.23,456.45
0124555018,ALTERNATOR,327.19,395.90
0124555020,ALTERNATOR,407.20,492.71
0124555027,ALTERNATOR,385.37,466.29
0124555028,ALTERNATOR,1230.96,1489.46
0124555032,ALTERNATOR,264.57,320.14
0124555036,ALTERNATOR,292.09,353.42
0124555038,ALTERNATOR,1165.22,1409.91
0124555040,ALTERNATOR,1216.86,1472.41
0124555041,ALTERNATOR,306.20,370.51
0124555044,ALTERNATOR,1126.39,1362.93
0124555052,ALTERNATOR,1243.03,1504.07
0124555065,ALTERNATOR,324.42,392.55
0124555084,ALTERNATOR,322.77,390.55
0124615002,ALTERNATOR,331.00,400.52
0124615007,ALTERNATOR,301.04,364.26
0124615009,ALTERNATOR,282.93,342.34
0124615017,ALTERNATOR,491.67,594.92
0124615019,ALTERNATOR,278.53,337.02
0124615026,ALTERNATOR,574.82,695.53
0124615027,ALTERNATOR,335.38,405.81
0124615028,ALTERNATOR,319.17,386.20
0124615029,ALTERNATOR,550.27,665.82
0124615030,ALTERNATOR,333.86,403.97
0124615033,ALTERNATOR,278.53,337.02
0124615035,ALTERNATOR,282.17,341.42
0124615038,ALTERNATOR,339.40,410.67
0124615041,ALTERNATOR,540.95,654.55
0124615042,ALTERNATOR,1224.81,1482.02
0124615043,ALTERNATOR,391.94,474.24
0124615044,ALTERNATOR,252.21,305.17
0124615046,ALTERNATOR,347.33,420.27
0124615047,ALTERNATOR,498.70,603.43
0124615049,ALTERNATOR,360.77,436.53
0124615053,ALTERNATOR,337.29,408.12
0124615055,ALTERNATOR,1101.85,1333.24
0124615057,ALTERNATOR,292.65,354.11
0124625001,ALTERNATOR,321.65,389.19
0124625002,ALTERNATOR,280.82,339.79
0124625003,ALTERNATOR,344.36,416.67
0124625006,ALTERNATOR,326.81,395.44
0124625019,ALTERNATOR,382.55,462.88
